"Incident_No","Date_Time_Of_Event","Dispatched_Time","Unit_On_The_Way_Time","Unit_On_Scene_TimeStamp","On_Scene_Unit","Cleared_TimeStamp","Unit_Count","Priority","Final_Incident_Type","Final_Incident_Category","Latitude","Longitude"
"F150039168","1/3/15 5:41 PM","1/3/15 5:42 PM","1/3/15 5:43 PM","1/3/15 5:49 PM","U34A","1/3/15 6:11 PM","3","Priority 2","MEDICAL","Medical Only","37.3594963505","-121.88098493"
"F150039169","1/3/15 5:41 PM","1/3/15 5:42 PM","1/3/15 5:44 PM","1/3/15 5:47 PM","E10","1/3/15 6:02 PM","1","Priority 2","MEDICAL","Medical Only","37.3192230408","-121.947861039"
"F150039170","1/3/15 5:47 PM","1/3/15 5:48 PM","1/3/15 5:49 PM","1/3/15 5:54 PM","E18","1/3/15 6:13 PM","1","Priority 1","MEDICAL","Medical Only","37.2672923621","-121.806663883"
"F150039172","1/3/15 5:56 PM","1/3/15 5:57 PM","1/3/15 5:59 PM","1/3/15 6:03 PM","E23","1/3/15 6:13 PM","1","Priority 1","MEDICAL","Medical Only","37.4149894479","-121.871126172"
"F150039173","1/3/15 6:00 PM","1/3/15 6:01 PM","1/3/15 6:02 PM","1/3/15 6:10 PM","E12","1/3/15 6:33 PM","1","Priority 1","MEDICAL","Medical Only","37.2370847918","-121.817657922"
"F150039174","1/3/15 6:01 PM","1/3/15 6:03 PM","1/3/15 6:04 PM","1/3/15 6:08 PM","T13","1/3/15 6:13 PM","2","Priority 1","MEDICAL","Good Intent Or Service","37.2746459816","-121.863670368"
"F150039175","1/3/15 6:01 PM","1/3/15 6:03 PM","1/3/15 6:05 PM","1/3/15 6:10 PM","E11","1/3/15 6:37 PM","1","Priority 1","MEDICAL","Medical Only","37.2843373432","-121.750196659"
"F150039176","1/3/15 6:00 PM","1/3/15 6:04 PM","1/3/15 6:05 PM","1/3/15 6:09 PM","E6","1/3/15 6:17 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.2965512731","-121.911891857"
"F150039177","1/3/15 6:08 PM","1/3/15 6:08 PM","1/3/15 6:09 PM","1/3/15 6:17 PM","E21","1/3/15 6:43 PM","1","Priority 2","MEDICAL","Uncategorized","37.3587451548","-121.799703549"
"F150039178","1/3/15 6:10 PM","1/3/15 6:10 PM","1/3/15 6:12 PM","1/3/15 6:15 PM","T2","1/3/15 6:27 PM","2","Priority 1","MEDICAL","Medical Only","37.3723849385","-121.841675403"
"F150039179","1/3/15 6:11 PM","1/3/15 6:12 PM","1/3/15 6:13 PM","1/3/15 6:15 PM","E5","1/3/15 6:25 PM","1","Priority 1","MEDICAL","Medical Only","37.3745185157","-121.893508968"
"F150039180","1/3/15 6:11 PM","1/3/15 6:12 PM","1/3/15 6:14 PM","1/3/15 6:14 PM","T35","1/3/15 6:33 PM","1","Priority 1","MEDICAL","Medical Only","37.2364136275","-121.806150041"
"F150039181","1/3/15 6:25 PM","1/3/15 6:25 PM","1/3/15 6:26 PM","1/3/15 6:34 PM","S26","1/3/15 6:47 PM","2","Priority 2","MEDICAL","Uncategorized","37.3034565607","-121.869969515"
"F150039182","1/3/15 6:31 PM","1/3/15 6:31 PM","","1/3/15 6:31 PM","E3","1/3/15 6:43 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3331016044","-121.875381458"
"F150039183","1/3/15 6:31 PM","1/3/15 6:37 PM","1/3/15 6:39 PM","1/3/15 6:42 PM","E14","1/3/15 7:01 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3159122279","-121.979873811"
"F150039184","1/3/15 6:40 PM","1/3/15 6:41 PM","1/3/15 6:42 PM","1/3/15 6:48 PM","T35","1/3/15 7:01 PM","1","Priority 2","MEDICAL","Medical Only","37.246295905","-121.817429165"
"F150039185","1/3/15 6:45 PM","1/3/15 6:46 PM","1/3/15 6:46 PM","1/3/15 6:50 PM","E21","1/3/15 6:57 PM","1","Priority 2","MEDICAL","Uncategorized","37.3413199874","-121.818704829"
"F150039186","1/3/15 6:48 PM","1/3/15 6:48 PM","1/3/15 6:50 PM","1/3/15 6:55 PM","E4","1/3/15 7:16 PM","1","Priority 1","MEDICAL","Medical Only","37.3128886736","-121.908139376"
"F150039187","1/3/15 6:49 PM","1/3/15 6:50 PM","1/3/15 6:51 PM","1/3/15 6:55 PM","T14","1/3/15 7:10 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3231646029","-121.975351106"
"F150039188","1/3/15 7:03 PM","1/3/15 7:03 PM","1/3/15 7:05 PM","1/3/15 7:08 PM","E31","1/3/15 7:23 PM","1","Priority 1","MEDICAL","Medical Only","37.3266038611","-121.77951958"
"F150039189","1/3/15 7:19 PM","1/3/15 7:20 PM","1/3/15 7:22 PM","1/3/15 7:25 PM","E24","1/3/15 8:09 PM","2","Priority 1","FIRE & Other","Vehicle / Aircraft Fires","37.3025637811","-121.816573847"
"F150039190","1/3/15 7:21 PM","1/3/15 7:22 PM","1/3/15 7:24 PM","1/3/15 7:27 PM","E2","1/3/15 7:40 PM","1","Priority 1","MEDICAL","Medical Only","37.3713161181","-121.821146269"
"F150039191","1/3/15 7:24 PM","1/3/15 7:24 PM","1/3/15 7:26 PM","1/3/15 7:28 PM","S30","1/3/15 7:41 PM","1","Priority 1","MEDICAL","Medical Only","37.3308128861","-121.892493011"
"F150039192","1/3/15 7:24 PM","1/3/15 7:26 PM","1/3/15 7:27 PM","1/3/15 7:31 PM","E27","1/3/15 8:26 PM","8","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.2259551833","-121.766750486"
"F150039193","1/3/15 7:26 PM","1/3/15 7:28 PM","1/3/15 7:29 PM","1/3/15 7:32 PM","E1","1/3/15 7:39 PM","1","Priority 1","MEDICAL","Uncategorized","37.3430738302","-121.888506265"
"F150039194","1/3/15 7:36 PM","1/3/15 7:36 PM","1/3/15 7:37 PM","1/3/15 7:41 PM","E31","1/3/15 7:53 PM","1","Priority 2","MEDICAL","Medical Only","37.3215757972","-121.782997042"
"F150039195","1/3/15 7:36 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.2311914375","-121.805841646"
"F150039196","1/3/15 7:44 PM","1/3/15 7:45 PM","1/3/15 7:47 PM","","","1/3/15 7:54 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2418886677","-121.764159124"
"F150039197","1/3/15 7:45 PM","1/3/15 7:46 PM","1/3/15 7:47 PM","1/3/15 7:50 PM","E9","1/3/15 8:06 PM","1","Priority 1","MEDICAL","Medical Only","37.2696402282","-121.898424852"
"F150039198","1/3/15 7:47 PM","1/3/15 7:49 PM","1/3/15 7:49 PM","","","1/3/15 7:52 PM","2","Priority 1","MEDICAL","Medical Only","37.3320177494","-121.900230198"
"F150039199","1/3/15 7:50 PM","1/3/15 7:51 PM","1/3/15 7:51 PM","1/3/15 7:53 PM","E1","1/3/15 8:03 PM","1","Priority 2","MEDICAL","Uncategorized","37.3369705776","-121.894265322"
"F150039200","1/3/15 7:56 PM","1/3/15 7:57 PM","1/3/15 7:57 PM","1/3/15 8:02 PM","E12","1/3/15 8:05 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2513753772","-121.827847365"
"F150039209","1/3/15 9:09 PM","1/3/15 9:09 PM","1/3/15 9:11 PM","1/3/15 9:17 PM","E1","1/3/15 9:27 PM","1","Priority 1","MEDICAL","Uncategorized","37.3503490331","-121.87922147"
"F150039210","1/3/15 9:15 PM","1/3/15 9:16 PM","1/3/15 9:17 PM","1/3/15 9:21 PM","E10","1/3/15 9:36 PM","1","Priority 1","MEDICAL","Medical Only","37.3226177582","-121.948526339"
"F150039211","1/3/15 9:19 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3500675511","-121.847762864"
"F150039212","1/3/15 9:19 PM","1/3/15 9:20 PM","1/3/15 9:21 PM","1/3/15 9:26 PM","E16","1/3/15 9:54 PM","1","Priority 1","MEDICAL","Medical Only","37.3500675511","-121.847762864"
"F150039213","1/3/15 9:26 PM","1/3/15 9:26 PM","1/3/15 9:28 PM","1/3/15 9:30 PM","E9","1/3/15 9:45 PM","1","Priority 1","MEDICAL","Medical Only","37.2673142161","-121.919285755"
"F150039214","1/3/15 9:35 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3658273517","-121.9105473"
"F150039216","1/3/15 10:00 PM","1/3/15 10:02 PM","1/3/15 10:04 PM","1/3/15 10:08 PM","E24","1/3/15 10:26 PM","1","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.2989572729","-121.823385231"
"F150039217","1/3/15 10:04 PM","1/3/15 10:05 PM","1/3/15 10:07 PM","1/3/15 10:12 PM","E9","1/3/15 10:27 PM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.2752229222","-121.890678042"
"F150039218","1/3/15 10:10 PM","1/3/15 10:11 PM","1/3/15 10:13 PM","1/3/15 10:15 PM","E23","1/3/15 10:24 PM","1","Priority 1","MEDICAL","Medical Only","37.4072394285","-121.874123539"
"F150039219","1/3/15 10:12 PM","1/3/15 10:13 PM","1/3/15 10:15 PM","1/3/15 10:18 PM","E18","1/3/15 10:33 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2659795599","-121.831087413"
"F150039220","1/3/15 10:15 PM","1/3/15 10:16 PM","1/3/15 10:17 PM","1/3/15 10:21 PM","T16","1/3/15 10:33 PM","1","Priority 1","MEDICAL","Medical Only","37.3313498338","-121.840687317"
"F150039221","1/3/15 10:21 PM","1/3/15 10:22 PM","1/3/15 10:24 PM","1/3/15 10:28 PM","E2","1/3/15 10:31 PM","1","Priority 1","MEDICAL","Medical Only","37.3691864115","-121.825346455"
"F150039222","1/3/15 10:19 PM","1/3/15 10:23 PM","1/3/15 10:24 PM","1/3/15 10:27 PM","S26","1/3/15 10:33 PM","1","Priority 1","MEDICAL","Uncategorized","37.3240648993","-121.827562723"
"F150039223","1/3/15 10:22 PM","1/3/15 10:24 PM","1/3/15 10:25 PM","1/3/15 10:30 PM","T30","1/3/15 10:55 PM","2","Priority 1","FIRE & Other","False Alarm / False Call","37.32112815","-121.905858649"
"F150039224","1/3/15 10:23 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2377859315","-121.846452379"
"F150039225","1/3/15 10:30 PM","1/3/15 10:31 PM","1/3/15 10:34 PM","1/3/15 10:37 PM","E13","1/3/15 10:54 PM","1","Priority 2","MEDICAL","Medical Only","37.257577374","-121.862756688"
"F150039226","1/3/15 10:30 PM","1/3/15 10:32 PM","1/3/15 10:33 PM","1/3/15 10:37 PM","T16","1/3/15 10:49 PM","3","Priority 1","MEDICAL","Medical Only","37.3293573661","-121.820870669"
"F150039227","1/3/15 10:31 PM","1/3/15 10:32 PM","1/3/15 10:34 PM","1/3/15 10:37 PM","E12","1/3/15 10:51 PM","1","Priority 1","MEDICAL","Medical Only","37.2377859315","-121.846452379"
"F150039228","1/3/15 11:02 PM","1/3/15 11:02 PM","1/3/15 11:04 PM","1/3/15 11:07 PM","E26","1/3/15 11:45 PM","1","Priority 1","MEDICAL","Medical Only","37.3010723692","-121.844749634"
"F150039229","1/3/15 11:03 PM","1/3/15 11:03 PM","1/3/15 11:06 PM","1/3/15 11:16 PM","E23","1/3/15 11:37 PM","1","Priority 1","MEDICAL","Medical Only","37.4163954308","-121.860103522"
"F150039230","1/3/15 11:06 PM","1/3/15 11:09 PM","1/3/15 11:11 PM","1/3/15 11:14 PM","E3","1/3/15 11:32 PM","9","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3159816317","-121.892012648"
"F150039231","1/3/15 11:11 PM","1/3/15 11:12 PM","1/3/15 11:14 PM","1/3/15 11:22 PM","E13","1/3/15 11:39 PM","6","Priority 1","FIRE & Other","Good Intent Or Service","37.2891907863","-121.86730398"
"F150039233","1/3/15 11:18 PM","1/3/15 11:21 PM","1/3/15 11:23 PM","1/3/15 11:27 PM","E8","1/3/15 11:40 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3530155149","-121.872094302"
"F150039234","1/3/15 11:23 PM","1/3/15 11:25 PM","","","","1/3/15 11:27 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2607432215","-121.866526886"
"F150039235","1/3/15 11:26 PM","1/3/15 11:28 PM","1/3/15 11:28 PM","1/3/15 11:33 PM","E1","1/3/15 11:38 PM","1","Priority 1","MEDICAL","Uncategorized","37.3387167245","-121.871785315"
"F150039236","1/3/15 11:51 PM","1/3/15 11:52 PM","1/3/15 11:54 PM","1/3/15 11:59 PM","E15","1/4/15 12:53 AM","1","Priority 1","FIRE & Other","Vehicle / Aircraft Fires","37.2936719246","-121.999044397"
"F150039237","1/3/15 11:55 PM","1/3/15 11:57 PM","1/3/15 11:59 PM","1/4/15 12:03 AM","E6","1/4/15 12:09 AM","1","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.2965512731","-121.911891857"
"F150049001","1/4/15 12:03 AM","1/4/15 12:03 AM","1/4/15 12:05 AM","1/4/15 12:09 AM","E10","1/4/15 12:16 AM","1","Priority 1","MEDICAL","Medical Only","37.2959869659","-121.954440827"
"F150049002","1/4/15 12:37 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3269686855","-121.948990807"
"F150049003","1/4/15 12:37 AM","1/4/15 12:37 AM","1/4/15 12:39 AM","1/4/15 12:43 AM","E10","1/4/15 12:45 AM","1","Priority 1","MEDICAL","Medical Only","37.3269686855","-121.948990807"
"F150049004","1/4/15 12:40 AM","1/4/15 12:40 AM","1/4/15 12:42 AM","","","1/4/15 12:49 AM","2","Priority 2","MEDICAL","Uncategorized","37.3034565607","-121.869969515"
"F150049005","1/4/15 12:40 AM","1/4/15 12:43 AM","1/4/15 12:45 AM","1/4/15 12:47 AM","E627","1/4/15 1:07 AM","3","Priority 1","FIRE & Other","False Alarm / False Call","37.235606514","-121.772505462"
"F150049006","1/4/15 12:43 AM","1/4/15 12:44 AM","1/4/15 12:46 AM","1/4/15 12:50 AM","E619","1/4/15 12:58 AM","2","Priority 2","MEDICAL","Good Intent Or Service","37.4108981248","-121.85620917"
"F150049007","1/4/15 12:50 AM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2755731048","-121.855930219"
"F150049008","1/4/15 12:51 AM","1/4/15 12:51 AM","1/4/15 12:53 AM","1/4/15 12:57 AM","E13","1/4/15 1:08 AM","1","Priority 1","MEDICAL","Medical Only","37.2755731048","-121.855930219"
"F150049009","1/4/15 12:51 AM","1/4/15 12:52 AM","1/4/15 12:53 AM","1/4/15 12:59 AM","E24","1/4/15 1:14 AM","2","Priority 1","MEDICAL","Medical Only","37.3111359026","-121.823782332"
"F150049010","1/4/15 1:06 AM","1/4/15 1:06 AM","1/4/15 1:08 AM","1/4/15 1:12 AM","E10","1/4/15 1:21 AM","1","Priority 1","MEDICAL","Medical Only","37.3064680222","-121.947994151"
"F150049011","1/4/15 1:18 AM","1/4/15 1:19 AM","1/4/15 1:21 AM","1/4/15 1:27 AM","E5","1/4/15 1:35 AM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.3958086409","-121.902054067"
"F150049012","1/4/15 1:23 AM","1/4/15 1:24 AM","1/4/15 1:25 AM","","","1/4/15 1:32 AM","1","Priority 2","MEDICAL","Good Intent Or Service","37.2097060018","-121.84433931"
"F150049013","1/4/15 1:24 AM","1/4/15 1:25 AM","1/4/15 1:28 AM","1/4/15 1:30 AM","E1","1/4/15 1:31 AM","1","Priority 1","MEDICAL","Uncategorized","37.3352820158","-121.889904851"
"F150049014","1/4/15 1:32 AM","1/4/15 1:34 AM","1/4/15 1:36 AM","1/4/15 1:40 AM","E18","1/4/15 2:13 AM","10","Priority 1","FIRE & Other","Good Intent Or Service","37.2663272036","-121.805856981"
"F150049015","1/4/15 1:40 AM","1/4/15 1:41 AM","1/4/15 1:42 AM","1/4/15 1:47 AM","E3","1/4/15 1:48 AM","1","Priority 1","MEDICAL","Medical Only","37.3320166334","-121.886017004"
"F150049016","1/4/15 1:42 AM","1/4/15 1:42 AM","1/4/15 1:45 AM","1/4/15 1:50 AM","E17","1/4/15 2:07 AM","1","Priority 1","MEDICAL","Medical Only","37.2611153227","-121.897761115"
"F150049017","1/4/15 2:10 AM","1/4/15 2:12 AM","1/4/15 2:14 AM","1/4/15 2:18 AM","E10","1/4/15 2:33 AM","1","Priority 2","MEDICAL","Medical Only","37.3146321853","-121.960695245"
"F150049018","1/4/15 2:18 AM","1/4/15 2:18 AM","1/4/15 2:21 AM","1/4/15 2:28 AM","E14","1/4/15 2:43 AM","1","Priority 1","MEDICAL","Medical Only","37.2987949457","-121.954460627"
"F150049019","1/4/15 2:21 AM","1/4/15 2:22 AM","1/4/15 2:24 AM","","","1/4/15 2:27 AM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2503920513","-121.861256972"
"F150049020","1/4/15 2:21 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.2410607044","-121.806992086"
"F150049021","1/4/15 2:31 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.301529324","-121.914747384"
"F150049022","1/4/15 2:58 AM","1/4/15 2:58 AM","1/4/15 3:01 AM","1/4/15 3:07 AM","E11","1/4/15 3:26 AM","1","Priority 2","MEDICAL","Medical Only","37.2805075992","-121.746492894"
"F150049023","1/4/15 3:07 AM","1/4/15 3:10 AM","1/4/15 3:12 AM","1/4/15 3:18 AM","T30","1/4/15 3:22 AM","1","Priority 2","FIRE & Other","False Alarm / False Call","37.3272325274","-121.913135653"
"F150049024","1/4/15 3:16 AM","1/4/15 3:17 AM","1/4/15 3:19 AM","1/4/15 3:23 AM","T16","1/4/15 3:33 AM","1","Priority 1","MEDICAL","Medical Only","37.3399036778","-121.843109038"
"F150049025","1/4/15 3:17 AM","1/4/15 3:18 AM","1/4/15 3:20 AM","1/4/15 3:25 AM","E14","1/4/15 3:34 AM","1","Priority 2","MEDICAL","Medical Only","37.2894757395","-121.994553878"
"F150049026","1/4/15 3:19 AM","1/4/15 3:20 AM","1/4/15 3:22 AM","1/4/15 3:26 AM","E2","1/4/15 3:42 AM","1","Priority 1","MEDICAL","Medical Only","37.3622477264","-121.824726776"
"F150049027","1/4/15 3:25 AM","1/4/15 3:26 AM","1/4/15 3:27 AM","1/4/15 3:31 AM","T14","1/4/15 3:48 AM","1","Priority 1","MEDICAL","Medical Only","37.3002071997","-121.971893618"
"F150049028","1/4/15 3:26 AM","1/4/15 3:27 AM","1/4/15 3:29 AM","1/4/15 3:36 AM","E25","1/4/15 3:52 AM","1","Priority 1","MEDICAL","Medical Only","37.4167540516","-121.960370107"
"F150049029","1/4/15 4:05 AM","1/4/15 4:06 AM","1/4/15 4:08 AM","1/4/15 4:14 AM","E18","1/4/15 4:26 AM","1","Priority 1","MEDICAL","Medical Only","37.2672923621","-121.806663883"
"F150049030","1/4/15 4:09 AM","1/4/15 4:10 AM","1/4/15 4:12 AM","1/4/15 4:18 AM","E14","1/4/15 4:25 AM","1","Priority 1","MEDICAL","Medical Only","37.3203070602","-121.974823439"
"F150049031","1/4/15 4:24 AM","1/4/15 4:25 AM","1/4/15 4:28 AM","1/4/15 4:33 AM","E7","1/4/15 4:43 AM","1","Priority 1","MEDICAL","Uncategorized","37.3522400004","-121.905678267"
"F150049032","1/4/15 4:27 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3634245068","-121.869837506"
"F150049033","1/4/15 4:34 AM","1/4/15 4:37 AM","1/4/15 4:40 AM","1/4/15 4:43 AM","E1","1/4/15 5:06 AM","2","Priority 1","FIRE & Other","Uncategorized","37.3362227324","-121.889181921"
"F150049034","1/4/15 4:49 AM","1/4/15 4:50 AM","1/4/15 4:52 AM","1/4/15 4:57 AM","E18","1/4/15 5:28 AM","1","Priority 2","MEDICAL","Medical Only","37.2709711191","-121.820783967"
"F150049035","1/4/15 5:01 AM","1/4/15 5:01 AM","1/4/15 5:03 AM","1/4/15 5:09 AM","E2","1/4/15 6:27 AM","1","Priority 1","MEDICAL","Medical Only","37.385548757","-121.821083154"
"F150049036","1/4/15 5:17 AM","1/4/15 5:18 AM","1/4/15 5:20 AM","1/4/15 5:24 AM","E27","1/4/15 5:47 AM","2","Priority 1","MEDICAL","Medical Only","37.2279589981","-121.764686533"
"F150049037","1/4/15 5:34 AM","1/4/15 5:35 AM","1/4/15 5:36 AM","1/4/15 5:41 AM","E26","1/4/15 5:53 AM","2","Priority 1","MEDICAL","Medical Only","37.2929448906","-121.850739934"
"F150049038","1/4/15 5:46 AM","1/4/15 5:49 AM","1/4/15 5:51 AM","","","1/4/15 5:52 AM","2","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.3743006867","-121.917047547"
"F150049039","1/4/15 6:09 AM","1/4/15 6:10 AM","1/4/15 6:12 AM","1/4/15 6:13 AM","E8","1/4/15 6:59 AM","1","Priority 1","MEDICAL","Medical Only","37.3435698399","-121.879226472"
"F150049040","1/4/15 6:13 AM","1/4/15 6:13 AM","1/4/15 6:15 AM","","","1/4/15 6:16 AM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3169798553","-121.936080178"
"F150049041","1/4/15 6:14 AM","1/4/15 6:15 AM","1/4/15 6:17 AM","1/4/15 6:19 AM","E5","1/4/15 6:21 AM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3606760429","-121.90019946"
"F150049042","1/4/15 6:21 AM","1/4/15 6:22 AM","1/4/15 6:23 AM","1/4/15 6:27 AM","E26","1/4/15 6:40 AM","2","Priority 1","MEDICAL","Medical Only","37.3065488891","-121.847863487"
"F150049043","1/4/15 6:40 AM","1/4/15 6:40 AM","1/4/15 6:42 AM","1/4/15 6:44 AM","E5","1/4/15 6:57 AM","1","Priority 1","MEDICAL","Medical Only","37.3586539545","-121.903043197"
"F150049044","1/4/15 6:56 AM","1/4/15 6:57 AM","1/4/15 6:59 AM","1/4/15 7:04 AM","E16","1/4/15 7:15 AM","1","Priority 1","MEDICAL","Medical Only","37.3565181758","-121.855801296"
"F150049045","1/4/15 7:04 AM","1/4/15 7:04 AM","1/4/15 7:06 AM","1/4/15 7:11 AM","E9","1/4/15 7:31 AM","1","Priority 1","MEDICAL","Medical Only","37.277189575","-121.89532517"
"F150049046","1/4/15 7:25 AM","1/4/15 7:27 AM","1/4/15 7:28 AM","1/4/15 7:31 AM","E10","1/4/15 7:38 AM","2","Priority 1","FIRE & Other","False Alarm / False Call","37.3172812391","-121.950120575"
"F150049047","1/4/15 7:27 AM","1/4/15 7:29 AM","1/4/15 7:30 AM","1/4/15 7:34 AM","E5","1/4/15 7:39 AM","1","Priority 1","MEDICAL","Medical Only","37.3587364304","-121.906873853"
"F150049048","1/4/15 7:28 AM","1/4/15 7:29 AM","1/4/15 7:31 AM","1/4/15 7:33 AM","T16","1/4/15 7:48 AM","1","Priority 1","MEDICAL","Medical Only","37.3310393139","-121.834478575"
"F150049049","1/4/15 7:28 AM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3199277084","-121.845032016"
"F150049050","1/4/15 7:29 AM","1/4/15 7:30 AM","1/4/15 7:31 AM","1/4/15 7:37 AM","E26","1/4/15 7:56 AM","2","Priority 1","MEDICAL","Medical Only","37.2900347582","-121.872220893"
"F150049051","1/4/15 7:35 AM","1/4/15 7:37 AM","1/4/15 7:39 AM","","","1/4/15 7:39 AM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.3462900574","-121.800359049"
"F150049052","1/4/15 7:39 AM","1/4/15 7:41 AM","1/4/15 7:42 AM","1/4/15 7:47 AM","E27","1/4/15 7:55 AM","2","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.230586009","-121.764177128"
"F150049053","1/4/15 7:57 AM","1/4/15 7:57 AM","1/4/15 7:59 AM","1/4/15 8:01 AM","E21","1/4/15 8:03 AM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3477917836","-121.795650856"
"F150049054","1/4/15 8:08 AM","1/4/15 8:09 AM","1/4/15 8:09 AM","1/4/15 8:13 AM","E31","1/4/15 8:20 AM","1","Priority 2","MEDICAL","Good Intent Or Service","37.3186620176","-121.797585296"
"F150049055","1/4/15 8:16 AM","1/4/15 8:17 AM","1/4/15 8:19 AM","1/4/15 8:21 AM","E26","1/4/15 8:35 AM","1","Priority 1","MEDICAL","Medical Only","37.2959946917","-121.834635926"
"F150049056","1/4/15 8:17 AM","1/4/15 8:18 AM","1/4/15 8:21 AM","1/4/15 8:22 AM","E13","1/4/15 8:34 AM","2","Priority 1","MEDICAL","Medical Only","37.2798736927","-121.872149478"
"F150049057","1/4/15 8:20 AM","1/4/15 8:20 AM","1/4/15 8:23 AM","1/4/15 8:26 AM","E29","1/4/15 8:49 AM","1","Priority 2","MEDICAL","Medical Only","37.4072732401","-121.93838142"
"F150049059","1/4/15 8:23 AM","1/4/15 8:23 AM","1/4/15 8:26 AM","1/4/15 8:29 AM","E23","1/4/15 8:57 AM","1","Priority 1","MEDICAL","Medical Only","37.3919693186","-121.876463821"
"F150049060","1/4/15 8:29 AM","1/4/15 8:30 AM","1/4/15 8:33 AM","1/4/15 8:38 AM","E9","1/4/15 8:45 AM","2","Priority 1","MEDICAL","Medical Only","37.2688065272","-121.893207972"
"F150049061","1/4/15 8:30 AM","1/4/15 8:31 AM","1/4/15 8:34 AM","1/4/15 8:37 AM","E18","1/4/15 8:48 AM","1","Priority 1","MEDICAL","Medical Only","37.2636618768","-121.802586816"
"F150049062","1/4/15 8:32 AM","1/4/15 8:33 AM","1/4/15 8:34 AM","1/4/15 8:38 AM","E619","1/4/15 9:04 AM","2","Priority 1","MEDICAL","Uncategorized","37.384444441","-121.859610914"
"F150049063","1/4/15 8:37 AM","1/4/15 8:37 AM","1/4/15 8:38 AM","1/4/15 8:39 AM","E31","1/4/15 9:10 AM","1","Priority 1","MEDICAL","Medical Only","37.3117574444","-121.77026702"
